WEEK,NUM_FLOW_PLANTS,SPECIES,EGG_TOT,LARV_TOT,ANT_TOT,APH_TOT,PREDATOR_TOT
7,30,3,1,0,0,0,0
7,30,3,1,0,0,0,1
7,35,3,0,1,0,0,1
8,40,3,0,0,0,0,0
8,30,3,2,0,0,0,0
8,119,3,0,0,0,3,1
8,80,3,0,0,0,0,0
8,15,3,0,0,0,0,0
8,15,3,0,0,0,0,0
9,80,3,0,0,6,0,0
9,40,3,0,0,0,83,0
9,30,3,0,0,2,8,0
9,35,3,0,0,0,0,0
9,35,3,0,0,0,20,0
9,119,3,0,0,0,0,0
9,20,3,0,0,0,1,0
9,80,3,0,0,0,0,0
10,40,3,0,0,0,40,3
10,40,3,0,0,0,410,1
12,35,3,0,0,0,4,0
1,80,2,0,0,7,70,0
1,80,2,0,0,0,25,0
1,40,2,0,0,4,40,4
1,80,3,0,0,0,0,0
1,40,3,0,0,0,0,0
1,40,3,0,0,0,0,0
1,40,3,0,0,0,0,2
1,30,3,0,0,0,0,0
10,119,1,0,0,0,2400,0
12,80,1,0,0,0,60,2
13,30,3,0,0,0,0,0
4,119,1,0,0,2,0,0
4,119,1,2,0,2,0,0
4,80,1,0,0,0,0,0
5,80,1,0,0,0,0,0
5,80,1,0,0,0,0,0
5,119,1,0,0,1,10,4
5,119,1,0,0,0,11,4
5,119,1,0,0,0,0,0
5,119,1,1,0,0,0,0
5,20,1,1,0,0,0,0
5,20,1,2,0,0,0,0
6,80,1,1,0,0,0,0
6,113,1,0,0,0,0,0
6,113,1,0,0,0,0,0
6,119,1,1,0,0,0,0
6,119,1,1,0,0,0,2
6,119,1,0,0,0,0,0
6,80,1,2,0,0,0,1
6,80,1,0,0,0,0,0
7,80,1,0,0,0,0,0
7,80,1,1,0,0,0,3
7,80,1,0,0,0,0,0
7,80,1,1,0,0,0,0
7,113,1,0,0,0,0,0
7,113,1,1,0,0,0,0
7,113,1,0,0,2,0,0
7,119,1,1,1,1,779,2
7,119,1,7,0,0,12,2
7,119,1,0,1,0,11,1
7,80,1,2,0,0,0,1
7,80,1,2,0,0,0,0
7,80,1,3,0,0,9,0
8,80,1,1,1,0,0,0
8,80,1,3,0,0,0,0
8,80,1,1,1,0,0,0
8,113,1,0,0,0,0,0
8,113,1,0,0,0,0,0
8,40,1,4,0,0,0,0
8,119,1,0,1,0,44,0
8,119,1,0,0,0,0,0
8,119,1,0,0,0,0,0
8,119,1,0,0,0,1,2
8,20,1,3,0,0,0,0
8,20,1,2,0,0,0,1
8,20,1,3,0,0,0,0
8,20,1,0,0,0,0,0
8,80,1,0,1,0,0,0
8,80,1,0,0,0,8,0
8,80,1,0,0,0,0,1
9,80,1,1,0,0,0,0
9,80,1,0,1,0,0,0
9,80,1,1,0,0,0,0
9,80,1,2,0,0,0,0
9,113,1,1,0,0,0,0
9,113,1,0,0,0,0,0
9,113,1,0,1,0,0,0
9,40,1,0,0,2,1470,3
9,40,1,1,0,0,0,0
9,40,1,1,0,0,10,0
9,40,1,0,0,1,570,1
9,30,1,5,1,1,4,1
9,30,1,8,2,9,4,0
9,119,1,0,1,1,6800,0
9,119,1,5,0,0,740,1
9,119,1,1,0,0,370,1
9,119,1,1,1,1,380,0
9,119,1,0,0,0,7,0
9,20,1,5,0,1,0,0
9,20,1,1,0,3,0,1
9,20,1,0,0,2,0,2
9,20,1,3,0,0,0,0
9,20,1,4,0,0,0,1
9,20,1,3,1,1,0,1
9,80,1,0,0,0,14,0
9,80,1,1,1,0,570,0
9,80,1,0,1,0,56,1
9,80,1,0,0,0,2241,4
9,80,1,0,0,0,11,0
10,80,1,1,2,0,0,0
10,80,1,0,0,0,0,0
10,80,1,0,0,0,0,0
10,113,1,0,0,0,0,1
10,113,1,0,0,0,0,0
10,40,1,0,0,0,80,0
10,40,1,0,2,0,150,1
10,40,1,0,0,3,770,5
10,40,1,0,0,2,1330,5
10,30,1,3,4,0,0,0
10,30,1,1,4,0,10,0
10,30,1,0,0,0,0,0
10,119,1,0,1,0,1770,2
10,20,1,5,1,0,1,1
10,20,1,5,0,0,0,0
10,20,1,1,1,0,0,0
10,20,1,0,0,0,0,0
10,20,1,5,0,0,0,1
10,80,1,0,0,0,300,0
10,80,1,0,0,0,50,0
10,80,1,0,0,0,0,0
10,80,1,0,0,0,0,1
10,80,1,1,0,0,30,0
11,80,1,0,0,2,0,0
11,80,1,0,1,0,0,0
11,80,1,0,0,0,0,0
11,80,1,3,0,0,0,0
11,113,1,0,0,0,0,0
11,40,1,0,0,1,1100,1
11,40,1,0,0,0,630,2
11,40,1,0,2,0,20,0
11,40,1,0,1,1,210,0
11,30,1,0,4,0,1,1
11,30,1,0,3,0,0,1
11,30,1,0,0,0,0,0
11,119,1,0,0,0,1350,1
11,119,1,0,0,0,1390,2
11,119,1,0,0,0,2120,0
11,119,1,0,1,0,2400,1
11,119,1,0,0,0,0,0
11,20,1,4,0,0,67,1
11,20,1,0,0,1,21,1
11,20,1,3,0,0,16,1
11,20,1,1,0,0,0,1
11,20,1,1,0,0,0,0
11,20,1,0,0,0,5,0
11,20,1,0,0,0,17,3
11,20,1,0,1,0,4,3
11,20,1,0,0,0,210,0
11,80,1,0,0,0,1300,0
11,80,1,0,0,0,1100,0
11,80,1,0,0,0,10,0
11,80,1,1,0,2,102,0
12,80,1,0,0,0,0,0
12,80,1,0,1,0,1,0
12,80,1,0,0,0,0,0
12,80,1,0,0,0,3,0
12,113,1,0,0,0,0,0
12,113,1,0,0,0,0,0
12,40,1,0,0,0,3,0
12,40,1,0,0,1,330,2
12,40,1,0,0,1,310,1
12,40,1,0,0,1,470,1
12,30,1,0,1,0,0,1
12,30,1,0,2,0,0,1
12,30,1,0,0,0,0,0
12,20,1,0,0,0,32,0
12,20,1,2,0,0,390,0
12,20,1,0,0,0,210,2
12,20,1,1,0,0,260,1
12,20,1,0,0,0,310,0
12,20,1,0,0,0,2,0
12,20,1,0,0,0,12,0
12,20,1,0,0,0,120,1
12,20,1,0,0,0,60,0
12,80,1,0,0,0,93,1
12,80,1,0,0,0,132,1
13,40,1,0,0,0,250,0
13,40,1,0,0,0,485,0
13,40,1,0,0,0,330,1
13,30,1,0,1,0,6,0
13,30,1,0,0,1,16,2
13,20,1,0,0,0,5690,0
13,20,1,0,0,0,750,0
13,20,1,0,0,0,1040,0
13,20,1,0,0,0,2680,0
13,20,1,0,0,0,1780,0
13,80,1,0,0,0,38,0
2,119,2,0,0,1,265,2
3,119,2,0,0,0,215,0
3,119,2,0,0,2,830,2
4,80,2,0,0,3,11,1
4,80,2,1,0,2,49,0
4,80,2,0,0,3,68,0
4,80,2,1,0,0,1,0
4,40,2,0,0,1,11,1
4,40,2,0,0,1,9,7
4,40,2,2,0,0,12,0
4,40,2,1,0,2,12,5
4,35,2,0,0,17,14,3
4,35,2,0,0,4,7,0
4,35,2,0,0,11,18,11
4,35,2,0,0,143,26,143
4,35,2,0,1,10,215,5
4,119,2,0,0,2,3450,1
4,119,2,0,1,5,3620,2
4,119,2,1,1,2,2850,1
4,119,2,0,0,0,190,0
4,15,2,0,0,5,77,2
4,15,2,1,0,0,273,0
5,80,2,0,0,0,18,0
5,80,2,1,0,8,7,0
5,80,2,1,0,0,8,0
5,113,2,0,0,2,3,2
5,113,2,0,0,0,3,0
5,113,2,0,0,0,11,0
5,113,2,0,0,12,16,4
5,113,2,0,0,4,19,2
5,40,2,3,0,4,9,4
5,40,2,0,0,1,7,3
5,40,2,2,0,1,13,1
5,35,2,1,0,0,22,1
5,35,2,0,0,0,11,1
5,35,2,2,0,0,5,2
5,35,2,0,0,2,4,0
5,35,2,0,0,4,13,2
5,119,2,0,0,20,1170,18
5,119,2,0,0,0,3510,0
5,119,2,0,0,0,140,0
5,119,2,1,0,1,325,5
5,119,2,0,0,0,450,0
5,15,2,1,0,0,8,0
5,15,2,5,0,0,80,1
5,15,2,1,0,0,2,0
6,80,2,0,0,0,0,2
6,80,2,0,0,0,0,0
6,80,2,0,0,0,6,0
6,80,2,0,0,2,8,0
6,80,2,0,0,0,0,0
6,113,2,0,0,11,60,1
6,40,2,2,0,0,0,1
6,40,2,2,0,0,0,2
6,40,2,1,0,0,0,1
6,40,2,1,0,0,0,1
6,35,2,2,0,1,6,2
6,35,2,0,0,0,254,0
6,35,2,2,0,1,11,1
6,35,2,0,0,1,476,2
6,35,2,0,0,0,176,1
6,119,2,0,0,0,1440,1
6,119,2,1,1,2,2170,2
6,119,2,1,0,1,2200,3
6,20,2,2,1,0,35,0
6,80,2,1,0,0,2,2
6,15,2,0,0,0,402,3
7,80,2,1,0,4,28,1
7,80,2,6,0,0,3,0
7,80,2,0,0,2,16,0
7,113,2,1,0,5,20,6
7,113,2,0,0,2,11,4
7,40,2,3,0,1,13,1
7,35,2,1,0,1,3,2
7,35,2,0,0,0,0,1
7,119,2,2,0,1,4470,3
7,119,2,0,1,1,2844,1
7,119,2,1,0,0,1107,0
8,80,2,0,0,0,1,0
8,80,2,0,0,0,2,0
8,80,2,0,0,0,4,0
8,40,2,0,0,0,0,0
8,30,2,3,1,0,3,0
8,30,2,2,1,0,27,0
8,35,2,0,0,0,840,1
8,35,2,0,0,0,1420,7
8,35,2,2,3,139,188,139
8,119,2,0,2,3,2697,1
8,119,2,1,3,1,6126,1
8,80,2,0,0,1,8,0
8,15,2,0,0,0,7,1
9,80,2,0,0,0,2,0
9,80,2,0,0,4,6,0
9,80,2,0,2,1,0,0
9,80,2,0,0,0,0,0
9,113,2,0,0,0,3,0
9,113,2,0,0,0,0,0
9,40,2,0,1,0,0,2
9,40,2,0,0,0,23,1
9,40,2,0,0,0,2,1
9,35,2,0,0,0,3100,3
9,119,2,1,1,10,2822,4
9,119,2,0,1,0,1371,2
9,119,2,0,1,4,1740,6
9,20,2,0,2,0,41,0
9,20,2,2,0,0,22,0
9,80,2,0,0,1,8,0
9,80,2,0,0,18,80,20
9,80,2,2,0,0,36,0
9,80,2,0,0,0,6,0
10,80,2,1,0,0,0,0
10,80,2,0,1,4,6,0
10,113,2,0,0,0,5,4
10,40,2,3,0,0,15,0
10,40,2,2,0,0,3,0
10,40,2,1,0,1,36,0
10,40,2,0,0,0,7,0
10,35,2,0,0,0,6,0
10,119,2,0,0,1,1750,4
10,119,2,0,1,0,5441,2
10,119,2,0,0,0,2538,1
10,15,2,0,0,0,23,0
11,80,2,1,0,0,6,1
11,80,2,0,0,15,17,0
11,80,2,0,0,3,21,0
11,113,2,0,0,0,8,0
11,113,2,0,0,5,4,6
11,40,2,1,0,4,11,3
11,40,2,0,0,0,20,1
11,40,2,1,2,0,1,1
11,40,2,0,0,0,4,0
11,35,2,0,0,0,0,1
11,35,2,0,0,0,11,1
11,119,2,0,1,2,255,0
11,119,2,2,0,0,940,3
11,119,2,0,0,0,586,3
11,119,2,0,0,0,1287,0
11,20,2,0,0,0,35,1
11,20,2,0,0,0,65,0
11,80,2,0,0,0,30,0
11,80,2,0,0,0,25,0
11,15,2,1,0,1,20,0
11,15,2,0,0,1,24,3
12,80,2,0,0,0,4,0
12,80,2,0,0,0,12,0
12,80,2,0,0,0,13,0
12,113,2,0,0,0,3,2
12,113,2,0,0,0,11,2
12,40,2,1,0,0,4,0
12,40,2,0,0,0,6,0
12,40,2,0,0,0,3,1
12,40,2,0,0,0,11,0
12,40,2,1,0,0,3,0
12,35,2,0,0,0,1,1
12,35,2,0,0,0,0,1
12,35,2,0,0,0,2,0
12,119,2,0,0,11,1340,2
12,119,2,0,0,4,1012,4
12,119,2,0,0,2,229,0
12,119,2,0,0,0,345,0
12,119,2,0,0,0,1062,0
12,20,2,0,0,0,177,2
12,80,2,0,0,0,13,0
12,80,2,0,0,0,65,1
12,80,2,0,0,10,117,9
12,80,2,0,0,0,45,1
12,15,2,0,0,0,5,0
12,15,2,0,0,0,26,0
13,80,2,0,0,1,0,0
13,80,2,0,0,0,10,0
13,80,2,0,0,1,10,0
13,113,2,0,0,0,7,1
13,113,2,0,0,0,3,0
13,40,2,0,0,0,14,0
13,40,2,0,2,3,5,1
13,40,2,0,0,0,11,0
13,40,2,0,0,3,3,0
13,40,2,0,0,0,6,0
13,35,2,0,0,0,0,0
13,35,2,0,0,0,2,0
13,35,2,0,0,0,0,0
13,35,2,0,0,0,2,1
13,119,2,0,0,2,2994,4
13,119,2,0,0,3,1030,2
13,119,2,0,0,2,2314,2
13,119,2,0,0,0,150,0
13,119,2,0,1,0,1900,2
13,20,2,0,1,0,390,0
13,20,2,0,0,0,65,0
13,80,2,0,0,13,23,14
13,80,2,0,0,6,36,5
13,15,2,0,0,0,15,0
3,15,3,0,0,0,0,0
3,15,3,0,0,0,0,0
4,80,3,0,0,0,0,0
4,113,3,0,0,0,0,1
4,113,3,0,0,2,0,0
4,113,3,0,0,0,0,1
4,30,3,0,0,2,0,1
4,35,3,0,0,2,0,0
4,15,3,0,0,0,0,0
4,15,3,0,0,0,0,1
4,15,3,0,0,0,0,1
4,15,3,0,0,0,0,0
5,80,3,0,0,0,0,0
5,80,3,0,0,0,0,0
5,80,3,0,1,0,0,0
5,113,3,0,0,0,0,0
5,113,3,0,0,0,0,0
5,113,3,0,0,0,0,0
5,40,3,0,0,0,0,0
5,35,3,0,0,0,0,2
5,119,3,0,0,0,0,0
5,15,3,0,0,0,0,0
5,15,3,0,0,0,0,0
5,15,3,0,0,0,0,0
5,15,3,0,0,0,0,0
6,80,3,0,0,0,0,0
6,80,3,1,0,0,0,0
6,80,3,0,0,0,0,0
6,80,3,0,0,0,0,0
6,113,3,0,0,0,0,0
6,113,3,0,0,0,0,0
6,113,3,0,0,0,0,0
6,30,3,1,0,0,15,0
6,30,3,0,0,0,0,0
6,35,3,0,0,0,0,0
6,35,3,0,0,0,0,0
6,119,3,0,0,0,0,0
6,15,3,0,0,0,0,0
6,15,3,0,0,0,0,0
7,80,3,0,0,0,0,0
7,80,3,1,0,0,0,0
7,80,3,0,0,0,0,0
7,80,3,0,0,0,0,0
7,113,3,0,0,0,0,0
7,113,3,0,0,0,0,0
7,113,3,0,0,0,0,0
7,113,3,0,0,0,0,0
7,30,3,0,0,0,0,0
7,35,3,0,0,0,0,0
7,35,3,0,0,0,0,1
7,35,3,0,0,0,0,1
7,119,3,0,0,0,1,0
7,15,3,0,0,0,0,0
7,15,3,0,0,0,0,0
7,15,3,0,0,0,1,0
8,80,3,1,0,0,0,0
8,80,3,0,0,0,0,0
8,80,3,0,0,0,0,0
8,80,3,2,1,0,0,0
8,113,3,0,0,0,0,0
8,113,3,0,0,0,0,0
8,113,3,0,0,0,0,0
8,113,3,0,0,0,0,0
8,30,3,0,3,0,0,0
8,30,3,0,0,0,0,0
8,30,3,0,0,0,0,0
8,35,3,0,0,0,1,0
8,35,3,0,0,0,0,0
8,35,3,0,0,0,0,0
8,35,3,0,0,0,0,0
8,119,3,0,0,0,0,0
8,15,3,1,1,0,0,0
8,15,3,0,0,0,0,0
9,80,3,0,1,2,2,0
9,80,3,1,0,1,0,0
9,80,3,0,1,0,0,0
9,80,3,0,0,3,0,0
9,113,3,0,0,0,0,0
9,40,3,0,0,0,22,0
9,30,3,0,1,0,0,0
9,30,3,0,0,0,0,0
9,35,3,1,0,0,650,0
9,35,3,0,0,0,55,0
9,35,3,2,2,0,0,0
9,119,3,0,0,0,0,0
9,119,3,0,0,0,0,0
9,15,3,0,0,0,0,1
9,15,3,0,0,0,0,0
10,80,3,0,0,0,0,0
10,80,3,0,0,0,0,0
10,80,3,0,0,0,0,0
10,80,3,0,0,0,0,1
10,113,3,0,2,2,0,0
10,113,3,0,0,0,0,0
10,113,3,0,0,0,0,2
10,40,3,0,2,0,180,0
10,30,3,0,1,0,58,0
10,30,3,0,0,0,0,0
10,30,3,0,0,0,0,0
10,35,3,0,0,0,110,0
10,35,3,0,1,0,38,1
10,35,3,0,0,0,0,0
10,35,3,0,0,0,50,0
10,119,3,0,0,1,8,0
10,119,3,0,0,0,0,1
10,15,3,0,0,0,0,0
10,15,3,0,0,0,0,0
10,15,3,0,0,0,0,0
11,80,3,0,0,0,0,0
11,80,3,0,0,0,0,1
